V14,V12,V17,V10,V16,V11,V4,V18,V3,V7,V20,V5,V13,V9,Class
-0.4577123155915714,0.3563592650777015,-0.3930606941194243,-0.196071030987683,0.8263043696927549,-1.025961951738836,0.2390161237522728,0.061814782350858,-0.1258916307635217,0.1391025869988139,0.0555960762763899,0.357329903730483,1.686117481907705,-0.0206309230072048,0
1.6975155728821585,-1.7121157046550215,0.1640300406342066,-0.2099140933695682,0.7586377265352592,1.980916842654731,0.1353780176043528,0.5895345415144483,0.5495088837192622,-0.3713944581666266,-0.2375290974359161,-0.5693420078225413,0.5242321013734096,1.426505185511014,0
0.4090018864006079,0.3977337802204928,0.0172344459980144,-0.057195688530651,-0.0374956574691377,0.0502192317912289,0.3277422232815284,-1.4474977381137586,0.1721584964145316,0.2050267144723783,-0.1031110344840906,-0.0757258996036882,0.1754918422822268,-0.073417880032279,0
0.5588902461577976,0.1832034929300828,-0.5544242407963247,0.1165034670089564,0.5565400839155277,0.2532886346416302,0.1165686322025025,0.1254392716214552,-0.1046823566599455,-0.0465720231855043,-0.1345170228024799,0.3401755811220184,-0.5076902106327096,0.0052524982230357,0
-0.23478313678752,0.417067595355868,0.5742528727581314,-0.6610216736346665,0.7544848833265507,-1.367339106048059,-0.4479111009971691,-0.048296809628493,-1.1286518044288796,-0.0361630939430332,-0.0007701926606947,0.2307576456755923,0.8423717324458764,-0.1587809186250721,0
1.9411526640753871,-2.0611556939969318,0.8072252439684787,-0.4860785023390098,-0.594698709209263,1.536710388930378,-0.4812809948689733,-1.1029490827842887,0.1152180778995163,0.3229072069462597,-0.4023378973705721,0.9199220592628636,-0.5796398898847216,1.1903930134503908,0
-0.0608107568048105,0.2475137521806598,-0.2756395804182334,-0.0993849894555339,-0.1233195842194022,1.3106235149717882,0.4473026111466204,-0.809937362424523,-0.1058099457845589,2.9880375444389453,-3.037904097203834,-1.013132468513839,-0.6926203076237238,-0.0862711606479985,0
0.5058537969652274,0.619122717939868,0.3433393300125873,0.3787827574097345,-0.75079769022066,1.0192514785834514,0.9599894256379607,-0.0659381055036469,0.2947362849093463,-0.1797813336995284,-1.8200783897097623,0.7009347491280705,-0.6214493056183192,-0.1922866441045701,0
0.5566352752153654,0.3317874681101419,-0.4325349121816144,-0.4646921747749014,-0.3358797541659636,0.0253475596515494,-0.5360728465142258,0.3387412513123612,-0.1894697657736894,0.8648288422699171,-0.055309407022953,1.2096358619841572,-0.6223247444142627,-0.3102829237889105,0
-0.3180217132746308,-0.4256157560095647,0.4401644749627198,1.2275305026291272,-0.5559837646635076,-0.909702648397348,-0.9268101313549612,-0.1297170346305077,-0.5753338459052901,-0.555063046483645,-0.2782842934950621,-1.0090490724249117,0.8238380466207765,-1.1208372895598977,0
