V14,V12,V17,V10,V16,V11,V4,V18,V3,V7,V20,V5,V13,V9
-0.4577123155915714,0.3563592650777015,-0.3930606941194243,-0.196071030987683,0.8263043696927549,-1.025961951738836,0.2390161237522728,0.061814782350858,-0.1258916307635217,0.1391025869988139,0.0555960762763899,0.357329903730483,1.686117481907705,-0.0206309230072048
1.6975155728821585,-1.7121157046550215,0.1640300406342066,-0.2099140933695682,0.7586377265352592,1.980916842654731,0.1353780176043528,0.5895345415144483,0.5495088837192622,-0.3713944581666266,-0.2375290974359161,-0.5693420078225413,0.5242321013734096,1.426505185511014
0.4090018864006079,0.3977337802204928,0.0172344459980144,-0.057195688530651,-0.0374956574691377,0.0502192317912289,0.3277422232815284,-1.4474977381137586,0.1721584964145316,0.2050267144723783,-0.1031110344840906,-0.0757258996036882,0.1754918422822268,-0.073417880032279
0.5588902461577976,0.1832034929300828,-0.5544242407963247,0.1165034670089564,0.5565400839155277,0.2532886346416302,0.1165686322025025,0.1254392716214552,-0.1046823566599455,-0.0465720231855043,-0.1345170228024799,0.3401755811220184,-0.5076902106327096,0.0052524982230357
-0.23478313678752,0.417067595355868,0.5742528727581314,-0.6610216736346665,0.7544848833265507,-1.367339106048059,-0.4479111009971691,-0.048296809628493,-1.1286518044288796,-0.0361630939430332,-0.0007701926606947,0.2307576456755923,0.8423717324458764,-0.1587809186250721
1.9411526640753871,-2.061155693996932,0.8072252439684787,-0.4860785023390098,-0.594698709209263,1.536710388930378,-0.4812809948689733,-1.1029490827842887,0.1152180778995163,0.3229072069462597,-0.4023378973705721,0.9199220592628636,-0.5796398898847216,1.1903930134503908
-0.0608107568048105,0.2475137521806598,-0.2756395804182334,-0.0993849894555339,-0.1233195842194022,1.3106235149717882,0.4473026111466204,-0.809937362424523,-0.1058099457845589,2.9880375444389453,-3.037904097203834,-1.013132468513839,-0.6926203076237238,-0.0862711606479985
0.5058537969652274,0.619122717939868,0.3433393300125873,0.3787827574097345,-0.75079769022066,1.0192514785834514,0.9599894256379607,-0.0659381055036469,0.2947362849093463,-0.1797813336995284,-1.8200783897097623,0.7009347491280705,-0.6214493056183192,-0.1922866441045701
0.5566352752153654,0.3317874681101419,-0.4325349121816144,-0.4646921747749014,-0.3358797541659636,0.0253475596515494,-0.5360728465142258,0.3387412513123612,-0.1894697657736894,0.8648288422699171,-0.055309407022953,1.2096358619841572,-0.6223247444142627,-0.3102829237889105
-0.3180217132746308,-0.4256157560095647,0.4401644749627198,1.2275305026291272,-0.5559837646635076,-0.909702648397348,-0.9268101313549612,-0.1297170346305077,-0.5753338459052901,-0.555063046483645,-0.2782842934950621,-1.0090490724249117,0.8238380466207765,-1.1208372895598977
-0.7447694777339385,1.3288618033035844,0.9221400374862148,-1.8471615233066143,-1.8671820270228687,0.8502192356919407,-0.9933436945265598,0.2861373741626872,0.8079730503622508,1.1465804720039532,-0.0901258270462496,-2.4786189575991755,-0.3778547287818798,2.4021802313380016
-0.3576208525470649,0.6873099349932237,0.1585203153380439,-0.7079990590533666,0.5207123340795603,0.6467263993310681,-0.1604696064888584,1.4645322280610449,-0.6623760475820166,0.4266155407530034,-0.2341082252621386,0.5067290301154261,0.7306353654819715,-0.4067644709974414
-0.1245985889610211,0.714698642562382,0.7102423757290961,-0.0638069808087388,-1.479840169774747,-1.0640661203545991,0.875952319386973,-2.276054275550711,-0.5862705795718928,-0.1958455174275375,-0.5111353867513184,0.6419200209198918,-0.1785976489857793,1.0027510681593927
0.2461352048652837,0.4721970439164767,-0.0089165714615307,0.192418373198777,-0.4615033831816372,-0.3000243749401772,0.9988506949242882,-0.1538713642395284,-0.4687635960870919,-0.1106120296637521,-0.4550310374519607,-0.031913118863645,-1.7529826238085209,0.9919497419967978
1.5367150660687576,-1.6593374958508949,0.5632939037779225,-0.4003798028153145,-0.3517734766634163,0.2718657551249016,1.150619720460856,-0.0507433571495424,-0.0019594190952834,0.5093107310399662,0.61208809049054,-0.2685499046473151,1.5794511343431643,1.2280415186007267
-0.2723311531707261,0.4046961444178441,-1.0161083964124793,0.9718649422254384,0.1621277599734332,0.633011954116945,-0.5179352936808249,0.5887013754451934,-0.2725037032041079,0.9948986444295242,-2.339339537558532,1.2849719482443849,0.5338652636478922,0.6336752409443278
0.2221461133961285,-0.2430418898926436,0.3359507757021782,0.0507568141560267,-0.7706416112818084,-1.5197596529367927,0.5770336683735277,-0.5995975765756535,-0.6575660287336745,0.0029575617738282,-0.4834581218572286,-0.1797290504093318,-1.9415679777260468,1.1756478653537237
